id,date,publication,author,headline,items
259,2015-03-25,Deccan Chronicle,PTI,Cairn seeks compensation from India on tax demand,"arbitration, Cairn Energy, retrospective tax"
260,2015-03-25,Daily News & Analysis,PTI,Cairn Energy seeks compensation,"arbitration, Cairn Energy, retrospective tax"
261,2015-03-25,Daily Post,PTI,Cairn Energy seeks compensation from govt on tax demand,"arbitration, Cairn Energy, retrospective tax"
262,2015-03-25,The Economic Times,Bureau,Compensate Stock Slide: Cairn,"arbitration, Cairn plc, retrospective tax"
263,2015-03-25,Free Press,Bureau,Cairn seeks compensation fromIndia on tax demand,"arbitration, Cairn Energy, retrospective tax"
264,2015-03-25,The Hindu,PTI,Cairn seeks compensation from Centre on tax demand,"arbitration, Cairn Energy, retrospective tax"
265,2015-03-25,The Pioneer,Bureau,Cairn Energy seeks compensation from India on tax demand,"arbitration, Cairn Energy, retrospective tax"
266,2015-03-25,The Statesman,PTI,Cairn seeks compensation from India on tax demand,"arbitration, Cairn Energy, retrospective tax"
267,2015-03-25,The Times Of India,PTI,Cairn seeks compensation from India on tax demand,"arbitration, Cairn Energy, retrospective tax"
268,2015-03-25,The New Indian Express,Bureau,Cairn Energy Seeks Compensation,"arbitration, Cairn Energy, retrospective tax"
269,2015-03-25,Business Standard,PTI,Cairn Energy seeks compensation from India,"arbitration, Cairn Energy, retrospective tax"
270,2015-03-26,Business Standard,Bureau,Cairn Energy seeks compensation from India,"arbitration, Cairn Energy, retrospective tax"
271,2015-03-26,The Financial Express,Bureau,Waiting to disengage,"arbitration, Cairn Energy"
272,2015-03-28,The Financial Express,PTI,Vedanta files claim notice against govt,"arbitration, Cairn Energy, retrospective tax"
273,2015-03-28,The Economic Times,PTI,Vedanta Files Notice Against Govt’s Tax Claim on Cairn India,"arbitration, Cairn Energy, retrospective tax"
274,2015-03-28,Business Standard,Bureau,Vedanta begins process of suing New Delhi,"arbitration, Cairn plc, Cairn Energy, retrospective tax"
275,2015-03-28,Business Standard,Bureau,Domestic gas price to fall to $5.01/mBtu,arbitration
276,2015-03-28,Daily News & Analysis,PTI,Vedanta contests Rs 20K cr Cairn India tax demand,"arbitration, Cairn Energy"
277,2015-03-28,Hindustan Times,Correspondent,Vedanta sues India on Cairn tax demand,"arbitration, Cairn Energy, retrospective tax"
278,2015-03-28,The Free Press Journal,Bureau,Vedanta slaps notice of claims on Govt in Cairn India tax row,"arbitration, Cairn Energy, retrospective tax"
279,2015-03-28,The Times Of India,Bureau,Vedanta slaps claims notice on govt,"arbitration, Cairn Energy, retrospective tax"
280,2015-03-28,The Statesman,PTI,Vedanta slaps Notice of Claims on govt,"arbitration, Cairn Energy"
281,2015-03-28,The New Indian Express,Bureau,Vedanta of UK to Challenge $3.29 bn Tax Slap on Cairn,"arbitration, Cairn Energy, retrospective tax"
282,2015-03-28,The Times Of India,Bureau,Vedanta slaps claims against govt on retro tax,"arbitration, Cairn Energy, retrospective tax"
283,2015-03-28,Millennium Post,PTI,Vedanta slaps Notice of Claims on Centre,"arbitration, Cairn Energy"
284,2015-03-28,Daily Post,PTI,Vedanta slaps notice of claims on govt,"arbitration, Cairn Energy, retrospective tax"
285,2015-03-28,The Financial Express,Bureau,Vedanta files claim notice against   govt,"arbitration, Cairn Energy, retrospective tax"
286,2015-03-29,Business Standard, Arup Roychoudhury,"Govt, legal experts differ on Cairn compensation demand","arbitration, Cairn Energy, retrospective tax"
287,2015-04-03,The Indian Express, Surabhi,"Draft bilateral investment pact keeps tax disputes, contracts out of arbitration","arbitration, Cairn Energy"
288,2015-04-04,The Asian Age,Bureau,New trade treaty may be scrapped,"arbitration, Cairn Energy"
289,2015-04-04,Business Standard, Arup Roychoudhury,Tax kept out of draft bilateral treaty,"arbitration, Cairn Energy"
290,2015-04-05,Business Standard, Arup Roychoudhury,Draft investment treaty tougher than Mauritius pact,"arbitration, Cairn Energy"
291,2015-04-06,The Financial Express,Bureau,More than a BIT worrying,"arbitration, Cairn Energy, retrospective tax"
292,2015-04-06,Business Standard,Bureau,Cairn India takes govt to court on Rs 20.494-crore tax demand,"arbitration, Cairn Energy, retrospective tax"
293,2015-04-07,Business Standard,Bureau,Legitimate demands not tax terrorism: FM,"arbitration, Cairn Energy"
294,2015-04-07,Business Standard,Bureau,"Cairn India takes govt to court over Rs 20,494-cr tax demand","arbitration, Cairn Energy, retrospective tax"
295,2015-04-07,The Statesman,PTI,"Cairn India moves Delhi HC against ??20,495 crore tax demand","arbitration, Cairn Energy"
296,2015-04-07,Business Standard,Bureau,"Cairn India takes govt to court over Rs 20,494-cr tax demand","arbitration, Cairn Energy, retrospective tax"
297,2015-04-07,The Hindu, Puja Mehra,Cairn India moves Delhi HC seeking to quash tax demand,"arbitration, Cairn Energy, retrospective tax"
298,2015-04-07,Millennium Post,PTI,"Cairn India moves Delhi HC against Rs 20,495-crore I-T demand","arbitration, Cairn Energy"
299,2015-04-07,The Economic Times,Bureau,Cairn Moves HC to Quash Tax Notice,"arbitration, Cairn Energy"
300,2015-04-12,Business Standard,Bureau,Govt starts talks on investment treaty draft,"arbitration, Cairn Energy"
301,2015-04-13,Western Times,Bureau,Vedanta slaps claims notice on government,"arbitration, Cairn Energy, retrospective tax"
302,2015-04-14,The Financial Express,Bureau,"Govt’s BIT mantra: Pay taxes first, go for arbitration later","arbitration, Cairn Energy"
303,2015-04-17,Business Standard,PTI,"Govt draws the line, says no arbitration for tax issues","arbitration, Cairn Energy"
304,2015-04-17,The Financial Express,Bureau,HC asks Cairn India for tax demand security,"arbitration, Cairn Energy"
305,2015-04-17,The Free Press Journal,Bureau,Govt says no arbitration for tax issues,"arbitration, Cairn Energy"
306,2015-04-17,The Financial Express,PTI,No arbitration on tax issues: Govt,"arbitration, Cairn Energy"
307,2015-04-17,Millennium Post,Bureau,Govt rules out arbitration route to settle tax disputes,"arbitration, Cairn Energy"
308,2015-04-17,The Pioneer,PTI,"Govt draws line, says no arbitration for tax issues","arbitration, Cairn Energy"
309,2015-04-18,Business Today, Nevin John,Bearing the Brent,arbitration
310,2015-04-18,The Hitavada, Arun Kumar,Jaitley says ‘no retro tax’ as claim cases continue,"arbitration, retrospective tax"
311,2015-04-20,The Financial Express,Editorial,"Cairn, not able","arbitration, Cairn Energy, retrospective tax"
312,2015-04-23,The Financial Express,Bureau,Ignore the mobs,arbitration
313,2015-04-24,Mint, Promit Mukherjee,"Theft charge, lawsuit kill ONGCRIL infrasharing deal",arbitration
314,2015-04-29,The Financial Express,Bureau,US keen on ‘high-standard’ investment treaty with India,"arbitration, Cairn Energy"
315,2015-04-29,The Financial Express,Editorial,The past is never past,arbitration
316,2015-05-04,The Economic Times, Sanjeev Choudhary,Govt Hears Out Oil and Gas Cos to Resolve Many Contentious Issues,arbitration
317,2015-05-04,The Financial Express,Bureau,Oil ministry moots major E&P reforms,arbitration
318,2015-05-04,The Economic Times, Sanjeev Choudhary,Govt Hears Out Energy Cos to Resolve Prickly Issues,arbitration
319,2015-05-04,The Economic Times, Sanjeev Choudhary,Govt Hears Out Energy Cos to Resolve Prickly Issues,arbitration
320,2015-05-05,The Financial Express, Sunil Jain,Is Arun Shourie right?,arbitration
321,2015-05-15,The Financial Express,Bureau,Waiting for JAM,arbitration
322,2015-05-20,The Times Of India,Bureau,KG-D6: PAC relief unlikely for RIL,arbitration
323,2015-05-21,The Financial Express,Bureau,Ending legacy issues,"arbitration, Cairn Energy"
324,2015-05-26,Financial Chronicle,PTI,Cairn picks ex-Bulgarian minister as arbitrator for India tax dispute,"arbitration, Cairn Energy"
325,2015-05-26,Business Standard,Bureau,Taxdispute: Ex-Bulgarian min arbitrator for Cairn,"arbitration, Cairn Energy"
326,2015-05-26,The Economic Times,Bureau,Tax Dispute: Cairn Energy Appoints Arbitrator,"arbitration, Cairn Energy"
327,2015-05-26,Mint,PTI,Ex-Bulgarian minister as arbitrator,"arbitration, Cairn Energy"
328,2015-05-26,The Financial Express,PTI,Cairn names ex-Bulgarian min as arbitrator for tax dispute,"arbitration, Cairn Energy"
329,2015-05-26,The Free Press Journal,Bureau,Cairn names ex-Bulgarian Min as arbitrator for tax row,"arbitration, Cairn Energy"
330,2015-05-26,Daily News & Analysis,PTI,Tax dispute: Cairn names ex-Bulgarian minister arbitrator,"arbitration, Cairn Energy"
331,2015-06-09,The Economic Times, Naren Karunakaran,How india is coping As companies sue countries,"arbitration, Cairn Energy"
332,2015-06-11,The Financial Express,Bureau,Reduce rating on Cairn India on reports of likely merger with Vedanta,"arbitration, Cairn Energy"
333,2015-06-11,The Financial Express,Bureau,Reduce rating on Cairn India on reports of likely merger with Vedanta...,"arbitration, Cairn Energy"
334,2015-06-15,The Free Press Journal,Bureau,"Frustrated by Rs 20,495 cr tax demand on Cairn India:Vedanta","arbitration, Cairn Energy, retrospective tax"
335,2015-06-15,The Pioneer,PTI,"‘Frustrated’ by Rs 20,495-crore tax demand on Cairn: Vedanta","arbitration, Cairn Energy, retrospective tax"
336,2015-06-17,The Financial Express,Bureau,CBDT hints at softer touch in MAT cases,"arbitration, Cairn Energy"
337,2015-06-17,The Statesman,PTI,"I-T dept to defend Rs20,495-cr tax claim on Cain India","arbitration, Cairn Energy"
338,2015-06-17,The New Indian Express,PTI,"I-T Dept to Defend `20,495-crore Tax Claim on Cairn (I)","arbitration, Cairn Energy"
339,2015-06-18,Business Standard, Sudheer pal singh & Arup roychoudhury,"As Cairn struggles with ~20,000-cr tax notice, others manage to get by","arbitration, Cairn Energy"
340,2015-06-21,Business Standard, Indrani Mazumdar,"Markets to remain volatile; monsoon, Greece to set tone",arbitration
341,2015-06-29,Financial Chronicle,PTI,Govt rejects Cairn Energy’s arbitration on tax dispute,"arbitration, Cairn Energy"
342,2015-06-29,Mint,PTI,Govt rejects Cairn’s arbitration plea on tax dispute,"arbitration, Cairn Energy"
343,2015-06-29,The Asian Age,PTI,Govt rejects Cairn plea for arbitration,"arbitration, Cairn Energy"
344,2015-06-29,Business Standard,PTI,"Rs.10,247-cr tax dispute: Govt rejects Cairn’s arbitration","arbitration, Cairn Energy"
345,2015-06-29,Daily News & Analysis,PTI,Govt rejects Cairn’s tax arbitration plea,"arbitration, Cairn Energy"
346,2015-06-29,The Economic Times,PTI,Govt Rejects Cairn Energy’s Arbitration Plea,"arbitration, Cairn Energy"
347,2015-06-29,Daily News & Analysis,Bureau,Govt rejects Cairn’s arbitration on tax dispute,"arbitration, Cairn Energy"
348,2015-06-29,Deccan Chronicle,Bureau,Centre rejects Cairn plea for arbitration,"arbitration, Cairn Energy"
349,2015-06-29,Deccan Herald,Bureau,Govt rejects Cairn’s arbitration plea,"arbitration, Cairn Energy"
350,2015-06-29,The Economic Times,Bureau,Cairn’s Arbitration on Tax Dispute Rejected,"arbitration, Cairn Energy"
351,2015-06-29,The Economic Times,Bureau,"Govt Rejects Cairn’s Arbitration Plea on Rs 10,247-cr Tax Dispute","arbitration, Cairn Energy"
352,2015-06-29,The Financial Express,PTI,Tax row: Govt rejects Cairn’s arbitration plea,"arbitration, Cairn Energy"
353,2015-06-29,The Political & Business Daily,Bureau,Govt rejects Cairn's arbitration on tax dispute,"arbitration, Cairn Energy"
354,2015-06-29,The Statesman,Bureau,Govt rejects Cairn Energy’s arbitration on tax dispute,"arbitration, Cairn Energy"
355,2015-06-29,The Times Of India,Bureau,Govt rejects Cairn’s arbitration on tax dispute,"arbitration, Cairn Energy"
356,2015-06-29,Afternoon Voice,Bureau,Government rejects Cairn’s arbitration on tax dispute: Report,"arbitration, Cairn Energy"
357,2015-06-30,Hindustan Times, Timsy Jaipuria,"Govt still undecided on arbitration in Cairn’s `10,250-cr tax dispute","arbitration, Cairn Energy"
358,2015-06-30,The Financial Express,Editorial,"Cairn’t fix it, or won’t?","arbitration, Cairn Energy, retrospective tax"
359,2015-07-13,The Financial Express, Siddhartha P Saikia,DGH asks Cairn to come up with 10-year capex plan,"arbitration, retrospective tax"
360,2015-07-22,Financial Chronicle, Vikas Srivastav,Shareholders of Cairn India express dismay,arbitration
361,2015-08-08,Business Standard,Bureau,Jaitley reviews arbitration cases,"arbitration, Cairn Energy, retrospective tax"
362,2015-08-08,The Economic Times,Bureau,Panel to Decide on Cairn Arbitration Soon,"arbitration, Cairn plc, Cairn Energy"
363,2015-08-08,Hindustan Times,Bureau,Cairn Tax dispute: IMG to meet next week,"arbitration, Cairn Energy"
364,2015-08-08,The Financial Express,Bureau,Govt to take call on Cairn tax case next week,"arbitration, Cairn Energy"
365,2015-08-08,The Economic Times,Bureau,Inter-ministerial Panel to Decide on Cairn Energy Notice Soon,"arbitration, Cairn Energy"
366,2015-08-08,The Indian Express,Bureau,IMG to decide govt action next week,"arbitration, Cairn Energy"
367,2015-08-08,The Economic Times,Bureau,Inter-Ministerial Group to Decide on Cairn’s Arbitration Notice Next Week,"arbitration, Cairn plc, Cairn Energy"
368,2015-08-08,The Indian Express,Bureau,Cairn tax arbitration: Inter-ministerial group to decide govt action next week,"arbitration, Cairn Energy"
369,2015-08-08,Millennium Post,Bureau,IMG will take call on UK Cairn Energy’s arbitration case soon,"arbitration, Cairn plc, Cairn Energy"
370,2015-08-12,Financial Chronicle, anto antony & george smith alexander,Insurers shun M&A deals over tax uncertainty,"arbitration, retrospective tax"
371,2015-08-12,Business Standard,Bureau,Tax horror defying Modi causes AIG to snub India deals,"arbitration, retrospective tax"
372,2015-08-12,The Financial Express,Bureau,Insurers shun cross-border deal cover on retro tax,"arbitration, retrospective tax"
373,2015-08-13,Financial Chronicle,PTI,Cairn calls for quick resolution of India tax row,"arbitration, Cairn Energy, retrospective tax"
374,2015-08-13,Business Standard,PTI,Cairn seeks quick resolution to tax row,"arbitration, Cairn Energy, retrospective tax"
375,2015-08-13,Daily Post,PTI,Cairn seeks quick resolution to tax row,"arbitration, Cairn Energy, retrospective tax"
376,2015-08-14,The Indian Express, Surabhi,"Before Modi’s US visit, govt gives final shape to investor-friendly pact","arbitration, Cairn Energy"
377,2015-08-18,Business Standard, Dilasha Seth and Indivjal Dhasmana,"‘Administratively, we are ready for GST rollout from April 1, 2016’",arbitration
378,2015-08-19,Financial Chronicle,PTI,Cairn to seek damages from govt for tax notice,"arbitration, Cairn Energy"
379,2015-08-19,Daily News & Analysis,Bureau,"Caim to seek damages from govt f or?10,247 crore tax notice","arbitration, Cairn Energy"
380,2015-08-19,The Hindu Business Line, Vidya Ram,Retro tax: Cairn urges India to move on arbitration,"arbitration, Cairn Energy, retrospective tax"
381,2015-08-19,The Asian Age,PTI,Cairn for damages in tax case,"arbitration, Cairn Energy"
382,2015-08-19,Business Standard,PTI,Cairn to seek damages from govt for tax notice,"arbitration, Cairn Energy"
383,2015-08-19,The Economic Times,Bureau,Cairn to Seek Damages from Govt for Loss of Value,"arbitration, Cairn Energy"
384,2015-08-19,Mint, Rakteem katakey,Cairn Energy seeks compensation for fall in value of Cairn India stake,"arbitration, Cairn Energy"
385,2015-08-19,The Free Press Journal,Bureau,Cairn Plc to seek refund of $570mn loss on frozen Cairn India shares,"arbitration, Cairn Energy"
386,2015-08-19,The Times Of India,Bureau,Resolving tax disputes to benefit all investors: Cairn,"arbitration, Cairn plc, Cairn Energy, retrospective tax"
387,2015-08-19,The Financial Express,PTI,Cairn to seek damages from govt for tax notice,"arbitration, Cairn Energy"
